_id,operating_field_name,crop_name,experiment_id
609d43e7ce890fdcde92d21a,some plants,OTHER,flag_data_collection
609d4b30eac18e126bd35bad,some plants,OTHER,flag_data_collection
609d3eb55fa7db20cf7418a7,some plants,OTHER,flag_data_collection
609d4742eac18e126bd35966,some plants,OTHER,flag_data_collection
609d47a2f25217490ac71043,some plants,OTHER,flag_data_collection
609d4568f2b85e53b5bb53ad,some plants,OTHER,flag_data_collection
609d4c6e79f30b24c8683da1,some plants,OTHER,flag_data_collection
609d4ca151983efa6031cdae,some plants,OTHER,flag_data_collection
609d4d0d06f3e442785148e8,some plants,OTHER,flag_data_collection
609d495f51983efa6031ca7c,some plants,OTHER,flag_data_collection
609d49a15fa7db20cf74233c,some plants,OTHER,flag_data_collection
609d4a860bc938007c898fbe,some plants,OTHER,flag_data_collection
609d4ad76034affa05328b2c,some plants,OTHER,flag_data_collection
609d4dd782d3afea531c1552,some plants,OTHER,flag_data_collection
609d4adb79f30b24c8683bcd,some plants,OTHER,flag_data_collection
609d4b3f3b89e106ce1142ba,some plants,OTHER,flag_data_collection
609d48a2ef136efa02c07389,some plants,OTHER,flag_data_collection
609d44350bc938007c898b73,some plants,OTHER,flag_data_collection
609d496f642ae85d09264f1b,some plants,OTHER,flag_data_collection
609d53ebb45aada9abddb61d,some plants,OTHER,flag_data_collection
609d456e82d3afea531c0da1,some plants,OTHER,flag_data_collection
609d45b903021223f755af4f,some plants,OTHER,flag_data_collection
609d4b25642ae85d092650af,some plants,OTHER,flag_data_collection
609d46cf51983efa6031c7de,some plants,OTHER,flag_data_collection
609d563a82d3afea531c1fda,some plants,OTHER,flag_data_collection
609d50640bc938007c8994d8,some plants,OTHER,flag_data_collection
609d48a303021223f755b298,some plants,OTHER,flag_data_collection
609d50f8ca874426a19e3839,some plants,OTHER,flag_data_collection
609d48ecca874426a19e30d5,some plants,OTHER,flag_data_collection
609d57f4f2b85e53b5bb639c,some plants,OTHER,flag_data_collection
609d49a2ca874426a19e31ce,some plants,OTHER,flag_data_collection
609d4e7b51983efa6031cfa8,some plants,OTHER,flag_data_collection
609d52df6034affa05329468,some plants,OTHER,flag_data_collection
609d52c75d65177a7e139a09,some plants,OTHER,flag_data_collection
609d82e40bc938007c89bf60,crop with weeds,OTHER,flag_data_collection
609d8ef406f3e442785197e5,crop with weeds,OTHER,flag_data_collection
609d9f4ef25217490ac773f8,crop with weeds,OTHER,flag_data_collection
609d7e85f0b97b532642a557,crop with weeds,OTHER,flag_data_collection
609d88061c88d3e708cd626f,crop with weeds,OTHER,flag_data_collection
609d939c5fa7db20cf746075,crop with weeds,OTHER,flag_data_collection
609d8b96b45aada9abdde835,crop with weeds,OTHER,flag_data_collection
609d8d2606f3e442785194e1,crop with weeds,OTHER,flag_data_collection
609d928aef136efa02c0b272,crop with weeds,OTHER,flag_data_collection
609d99d66034affa0532e3f1,crop with weeds,OTHER,flag_data_collection
609d9a199a144e609c4f7522,crop with weeds,OTHER,flag_data_collection
609d9181f25217490ac76695,crop with weeds,OTHER,flag_data_collection
609d93b779f30b24c8688b42,crop with weeds,OTHER,flag_data_collection
609d8f1151983efa6032169f,crop with weeds,OTHER,flag_data_collection
609d926c0bc938007c89cc6f,crop with weeds,OTHER,flag_data_collection
609d956049951d69a78aa405,crop with weeds,OTHER,flag_data_collection
609d965eb45aada9abddf29f,crop with weeds,OTHER,flag_data_collection
609d9d2ff25217490ac77205,crop with weeds,OTHER,flag_data_collection
609d8f173871ac77fd1dc6f2,crop with weeds,OTHER,flag_data_collection
609d9db6b45aada9abddf80a,crop with weeds,OTHER,flag_data_collection
609d959179f30b24c8688caa,crop with weeds,OTHER,flag_data_collection
609d9e8703021223f7560e08,crop with weeds,OTHER,flag_data_collection
609d9f2b3b89e106ce117251,crop with weeds,OTHER,flag_data_collection
609d969203021223f7560621,crop with weeds,OTHER,flag_data_collection
609d99e0ef136efa02c0b9c7,crop with weeds,OTHER,flag_data_collection
609d7e4603021223f755ee2c,crop with weeds,OTHER,flag_data_collection
609d82bb82d3afea531c523a,crop with weeds,OTHER,flag_data_collection
609d7c2cf25217490ac74e6b,crop with weeds,OTHER,flag_data_collection
609d7f85ca874426a19e6052,crop with weeds,OTHER,flag_data_collection
609d7d18f2b85e53b5bb83a1,crop with weeds,OTHER,flag_data_collection
609d847f9a144e609c4f6359,crop with weeds,OTHER,flag_data_collection
609d8a4079f30b24c86880bc,crop with weeds,OTHER,flag_data_collection
609d8a4c5fa7db20cf745841,crop with weeds,OTHER,flag_data_collection
609d7f0d642ae85d09268b2d,crop with weeds,OTHER,flag_data_collection
609d85d806f3e44278518d6f,crop with weeds,OTHER,flag_data_collection
609d8617ef136efa02c0a7ed,crop with weeds,OTHER,flag_data_collection
609d86a651983efa60320dd1,crop with weeds,OTHER,flag_data_collection
609d86dd6034affa0532d113,crop with weeds,OTHER,flag_data_collection
609d873506f3e44278518f37,crop with weeds,OTHER,flag_data_collection
609d81c33b89e106ce1161ce,crop with weeds,OTHER,flag_data_collection
609d87b0642ae85d092694d7,crop with weeds,OTHER,flag_data_collection
609d84663b89e106ce116359,crop with weeds,OTHER,flag_data_collection
609d884d51983efa60320f41,crop with weeds,OTHER,flag_data_collection
609d84f479f30b24c8687ac5,crop with weeds,OTHER,flag_data_collection
609d8efeca874426a19e6c9c,crop with weeds,OTHER,flag_data_collection
609d85806034affa0532cfa0,crop with weeds,OTHER,flag_data_collection
609d85593b89e106ce1163fd,crop with weeds,OTHER,flag_data_collection
609d906d0bc938007c89cb38,crop with weeds,OTHER,flag_data_collection
609d89cf3b89e106ce1166a2,crop with weeds,OTHER,flag_data_collection
609d849def136efa02c0a620,crop with weeds,OTHER,flag_data_collection
609d9292f2b85e53b5bb957e,crop with weeds,OTHER,flag_data_collection
609d8bbc0bc938007c89c73a,crop with weeds,OTHER,flag_data_collection
609d88420bc938007c89c3fe,crop with weeds,OTHER,flag_data_collection
609d8ced9928da46f294b27d,crop with weeds,OTHER,flag_data_collection
609d93b6f25217490ac768e4,crop with weeds,OTHER,flag_data_collection
609d940b9a144e609c4f70d2,crop with weeds,OTHER,flag_data_collection
609d949506f3e44278519ef1,crop with weeds,OTHER,flag_data_collection
609d8981642ae85d092696ca,crop with weeds,OTHER,flag_data_collection
609d870a82d3afea531c56d8,crop with weeds,OTHER,flag_data_collection
609d874af2b85e53b5bb8c0f,crop with weeds,OTHER,flag_data_collection
609d8ed906f3e442785197c2,crop with weeds,OTHER,flag_data_collection
609d8f509a144e609c4f6ce9,crop with weeds,OTHER,flag_data_collection
609d8eb19a144e609c4f6c53,crop with weeds,OTHER,flag_data_collection
609d8b8979f30b24c86881fc,crop with weeds,OTHER,flag_data_collection
609d9814ca874426a19e723d,crop with weeds,OTHER,flag_data_collection
609d90a703021223f755ff66,crop with weeds,OTHER,flag_data_collection
609d8c44ce890fdcde92fe16,crop with weeds,OTHER,flag_data_collection
609d984e0bc938007c89d19c,crop with weeds,OTHER,flag_data_collection
